BootArgs: Version=2, Revision=0, at 0xffffff8014bc0000
CommandLine: 
Video: baseAddr=0x80020000, display=1, rowBytes=16384, width=2880, height=1800, depth=32
DevTree: addr=0x14bc9000, length=0x1e3c
Kernel image: kaddr=0x11900000, ksize=0x3393000
EFI Runtime: Mode=64, PageStart=0x14bcb (0x14bcb000), PageCount=0xc5, SystemTable=0x14c20e10
MemoryMap: Size=0x2670, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_data    000000007971b000 - 000000007971cfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007971d000 - 000000007971ffff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000079720000 - 0000000079721fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079722000 - 0000000079723fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000079724000 - 000000007972afff 0000000000000007 0000000000000000 000000000000000f
BS_code    000000007972b000 - 000000007972cfff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007972d000 - 000000007972ffff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000079730000 - 0000000079733fff 0000000000000004 0000000000000000 000000000000000f
BS_data    0000000079734000 - 0000000079738fff 0000000000000005 0000000000000000 000000000000000f
BS_code    0000000079739000 - 0000000079739fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007973a000 - 000000007973ffff 0000000000000006 0000000000000000 000000000000000f
BS_code    0000000079740000 - 0000000079741fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000079742000 - 0000000079745fff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079746000 - 0000000079746fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079747000 - 0000000079748fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000079749000 - 0000000079749fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007974a000 - 000000007974bfff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007974c000 - 000000007974cfff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007974d000 - 0000000079760fff 0000000000000014 0000000000000000 000000000000000f
BS_code    0000000079761000 - 000000007976efff 000000000000000e 0000000000000000 000000000000000f
BS_data    000000007976f000 - 0000000079783fff 0000000000000015 0000000000000000 000000000000000f
BS_code    0000000079784000 - 0000000079786fff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000079787000 - 00000000797b9fff 0000000000000033 0000000000000000 000000000000000f
BS_code    00000000797ba000 - 00000000797cffff 0000000000000016 0000000000000000 000000000000000f
BS_data    00000000797d0000 - 00000000797ddfff 000000000000000e 0000000000000000 000000000000000f
BS_code    00000000797de000 - 00000000797e3fff 0000000000000006 0000000000000000 000000000000000f
BS_data    00000000797e4000 - 00000000797f5fff 0000000000000012 0000000000000000 000000000000000f
BS_code    00000000797f6000 - 00000000797f7fff 0000000000000002 0000000000000000 000000000000000f
BS_data    00000000797f8000 - 00000000797fefff 0000000000000007 0000000000000000 000000000000000f
BS_code    00000000797ff000 - 0000000079805fff 0000000000000007 0000000000000000 000000000000000f
BS_data    0000000079806000 - 000000007980dfff 0000000000000008 0000000000000000 000000000000000f
BS_code    000000007980e000 - 000000007980efff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007980f000 - 000000007980ffff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079810000 - 0000000079810fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079811000 - 0000000079811fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079812000 - 0000000079812fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079813000 - 0000000079816fff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079817000 - 0000000079817fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079818000 - 000000007982efff 0000000000000017 0000000000000000 000000000000000f
BS_code    000000007982f000 - 0000000079837fff 0000000000000009 0000000000000000 000000000000000f
BS_data    0000000079838000 - 000000007983bfff 0000000000000004 0000000000000000 000000000000000f
BS_code    000000007983c000 - 000000007984bfff 0000000000000010 0000000000000000 000000000000000f
BS_data    000000007984c000 - 0000000079858fff 000000000000000d 0000000000000000 000000000000000f
BS_code    0000000079859000 - 0000000079859fff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007985a000 - 000000007985afff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000007985b000 - 000000007985bfff 0000000000000001 0000000000000000 000000000000000f
BS_data    000000007985c000 - 000000007985ffff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079860000 - 0000000079860fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079861000 - 0000000079863fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000079864000 - 0000000079864fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079865000 - 0000000079865fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079866000 - 0000000079866fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079867000 - 0000000079867fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079868000 - 0000000079869fff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007986a000 - 0000000079c8dfff 0000000000000424 0000000000000000 000000000000000f
BS_code    0000000079c8e000 - 0000000079c97fff 000000000000000a 0000000000000000 000000000000000f
BS_data    0000000079c98000 - 0000000079c9bfff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079c9c000 - 0000000079c9dfff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000079c9e000 - 0000000079ca3fff 0000000000000006 0000000000000000 000000000000000f
BS_code    0000000079ca4000 - 0000000079ca4fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079ca5000 - 0000000079d33fff 000000000000008f 0000000000000000 000000000000000f
BS_code    0000000079d34000 - 0000000079d34fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079d35000 - 0000000079d35fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079d36000 - 0000000079d37fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000079d38000 - 0000000079d38fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000079d39000 - 0000000079d3bfff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000079d3c000 - 0000000079d3efff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000079d3f000 - 0000000079d3ffff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079d40000 - 0000000079d43fff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000079d44000 - 0000000079d44fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000079d45000 - 000000007ad02fff 0000000000000fbe 0000000000000000 000000000000000f
available  000000007ad03000 - 000000007ad13fff 0000000000000011 0000000000000000 000000000000000f
ACPI_NVS   000000007ad14000 - 000000007ad52fff 000000000000003f 0000000000000000 000000000000000f
available  000000007ad53000 - 000000007ad5efff 000000000000000c 0000000000000000 000000000000000f
ACPI_recl  000000007ad5f000 - 000000007ad8efff 0000000000000030 0000000000000000 000000000000000f
available  000000007ad8f000 - 000000007ae38fff 00000000000000aa 0000000000000000 000000000000000f
available  000000007ae39000 - 000000007ae8efff 0000000000000056 0000000000000000 000000000000000f
available  000000007ae8f000 - 000000007aecffff 0000000000000041 0000000000000000 000000000000000f
available  000000007aed0000 - 000000007aefefff 000000000000002f 0000000000000000 000000000000000f
available  000000007aeff000 - 000000007af7afff 000000000000007c 0000000000000000 000000000000000f
reserved   000000007af7b000 - 000000007afe4fff 000000000000006a 0000000000000000 000000000000000f
BS_data    000000007afe5000 - 000000007affffff 000000000000001b 0000000000000000 000000000000000f
reserved   000000007b000000 - 000000007f9fffff 0000000000004a00 0000000000000000 0000000000000000
MemMapIO   00000000e00f8000 - 00000000e00f8fff 0000000000000001 ffffff8014c50000 8000000000000001
MemMapIO   00000000fed1c000 - 00000000fed1ffff 0000000000000004 ffffff8014c51000 8000000000000001
MemMapIO   00000000ffe10000 - 00000000ffe3ffff 0000000000000030 ffffff8014c55000 8000000000000001
available  0000000100000000 - 000000047f5fffff 000000000037f600 0000000000000000 000000000000000f

