BootArgs: Version=2, Revision=0, at 0xffffff800d993000
CommandLine: 
Video: baseAddr=0x90000000, display=1, rowBytes=7680, width=1920, height=1080, depth=32
DevTree: addr=0xd997000, length=0x1460
Kernel image: kaddr=0xad00000, ksize=0x2d6c000
EFI Runtime: Mode=64, PageStart=0xd999 (0xd999000), PageCount=0xd0, SystemTable=0xd9eee10
MemoryMap: Size=0x2c70, DescriptorSize=48, DescriptorVersion=1
Type       Physical Start   - Physical End     Number of Pages  Virtual Start    Attribute
BS_code    0000000076a54000 - 0000000076a55fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000076a56000 - 0000000076a57fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a58000 - 0000000076a5efff 0000000000000007 0000000000000000 000000000000000f
BS_data    0000000076a5f000 - 0000000076a5ffff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a60000 - 0000000076a65fff 0000000000000006 0000000000000000 000000000000000f
BS_data    0000000076a66000 - 0000000076a66fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a67000 - 0000000076a68fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000076a69000 - 0000000076a6efff 0000000000000006 0000000000000000 000000000000000f
BS_code    0000000076a6f000 - 0000000076a73fff 0000000000000005 0000000000000000 000000000000000f
BS_data    0000000076a74000 - 0000000076a74fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000076a75000 - 0000000076a77fff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000076a78000 - 0000000076a7cfff 0000000000000005 0000000000000000 000000000000000f
BS_code    0000000076a7d000 - 0000000076a82fff 0000000000000006 0000000000000000 000000000000000f
BS_data    0000000076a83000 - 0000000076a8bfff 0000000000000009 0000000000000000 000000000000000f
BS_code    0000000076a8c000 - 0000000076a8ffff 0000000000000004 0000000000000000 000000000000000f
BS_data    0000000076a90000 - 0000000076a91fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a92000 - 0000000076a92fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000076a93000 - 0000000076a95fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000076a96000 - 0000000076a98fff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000076a99000 - 0000000076a9afff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a9b000 - 0000000076a9bfff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000076a9c000 - 0000000076a9dfff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076a9e000 - 0000000076aa4fff 0000000000000007 0000000000000000 000000000000000f
BS_data    0000000076aa5000 - 0000000076aa9fff 0000000000000005 0000000000000000 000000000000000f
BS_code    0000000076aaa000 - 0000000076aabfff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000076aac000 - 0000000076ab1fff 0000000000000006 0000000000000000 000000000000000f
BS_code    0000000076ab2000 - 0000000076ab2fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000076ab3000 - 0000000076ab4fff 0000000000000002 0000000000000000 000000000000000f
BS_code    0000000076ab5000 - 0000000076ab7fff 0000000000000003 0000000000000000 000000000000000f
BS_data    0000000076ab8000 - 0000000076adffff 0000000000000028 0000000000000000 000000000000000f
BS_code    0000000076ae0000 - 0000000076aeffff 0000000000000010 0000000000000000 000000000000000f
BS_data    0000000076af0000 - 0000000077161fff 0000000000000672 0000000000000000 000000000000000f
BS_code    0000000077162000 - 0000000077169fff 0000000000000008 0000000000000000 000000000000000f
BS_data    000000007716a000 - 00000000771aefff 0000000000000045 0000000000000000 000000000000000f
BS_code    00000000771af000 - 00000000771c0fff 0000000000000012 0000000000000000 000000000000000f
BS_data    00000000771c1000 - 00000000771c3fff 0000000000000003 0000000000000000 000000000000000f
BS_code    00000000771c4000 - 00000000771c9fff 0000000000000006 0000000000000000 000000000000000f
BS_data    00000000771ca000 - 00000000771d5fff 000000000000000c 0000000000000000 000000000000000f
BS_code    00000000771d6000 - 00000000771defff 0000000000000009 0000000000000000 000000000000000f
BS_data    00000000771df000 - 00000000771ecfff 000000000000000e 0000000000000000 000000000000000f
BS_code    00000000771ed000 - 00000000771f1fff 0000000000000005 0000000000000000 000000000000000f
BS_data    00000000771f2000 - 000000007720bfff 000000000000001a 0000000000000000 000000000000000f
BS_code    000000007720c000 - 0000000077211fff 0000000000000006 0000000000000000 000000000000000f
BS_data    0000000077212000 - 0000000077212fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000077213000 - 0000000077214fff 0000000000000002 0000000000000000 000000000000000f
BS_data    0000000077215000 - 0000000077217fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000077218000 - 000000007721bfff 0000000000000004 0000000000000000 000000000000000f
BS_data    000000007721c000 - 000000007721efff 0000000000000003 0000000000000000 000000000000000f
BS_code    000000007721f000 - 000000007721ffff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077220000 - 000000007722bfff 000000000000000c 0000000000000000 000000000000000f
BS_code    000000007722c000 - 000000007722dfff 0000000000000002 0000000000000000 000000000000000f
BS_data    000000007722e000 - 000000007722efff 0000000000000001 0000000000000000 000000000000000f
BS_code    000000007722f000 - 000000007722ffff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077230000 - 0000000077233fff 0000000000000004 0000000000000000 000000000000000f
BS_code    0000000077234000 - 0000000077234fff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077235000 - 0000000077235fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000077236000 - 000000007724cfff 0000000000000017 0000000000000000 000000000000000f
BS_data    000000007724d000 - 000000007724efff 0000000000000002 0000000000000000 000000000000000f
BS_code    000000007724f000 - 000000007724ffff 0000000000000001 0000000000000000 000000000000000f
BS_data    0000000077250000 - 0000000077250fff 0000000000000001 0000000000000000 000000000000000f
BS_code    0000000077251000 - 000000007725efff 000000000000000e 0000000000000000 000000000000000f
BS_data    000000007725f000 - 0000000077261fff 0000000000000003 0000000000000000 000000000000000f
BS_code    0000000077262000 - 0000000077265fff 0000000000000004 0000000000000000 000000000000000f
BS_data    0000000077266000 - 000000007726bfff 0000000000000006 0000000000000000 000000000000000f
BS_code    000000007726c000 - 0000000077272fff 0000000000000007 0000000000000000 000000000000000f
