Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
   96    1 0xffffff7f8164f000 0xc000     0xc000     com.apple.driver.usb.IOUSBHostHIDDevice (1.2) E663501D-C897-3073-B300-9C6EDA508673 <43 23 22 6 5 3 1>
   97    0 0xffffff7f81b90000 0x66000    0x66000    com.apple.driver.AppleUSBAudio (315.6) F7FD9F1A-9026-35A1-8B96-CC5DC5D4BD1A <96 95 91 90 23 13 6 5 3 1>
   98    0 0xffffff7f821ad000 0x3000     0x3000     com.apple.driver.AppleBCMWLANCoreV3.Datastore (1) D1A483F9-FFD3-308B-AD23-BF83C4450C3E <84 82 6 5 3 1>
   99    0 0xffffff7f82954000 0x223000   0x223000   com.apple.driver.BCMWLANFirmware4364.Datastore (1) 99EAAA38-4BA6-3007-9ABB-EF81D9D61413 <84 82 6 5 3 1>
  100    0 0xffffff7f82c32000 0x4000     0x4000     com.apple.driver.BCMWLANFirmware4355.Hashstore (1) 8E8F19B7-A772-36E9-8665-940FAFD6F2EB <84 82 6 5 3 1>
  101    0 0xffffff7f82fb4000 0x6000     0x6000     com.apple.driver.BCMWLANFirmware4377.Hashstore (1) 4105F23F-CA6A-3EBB-B8B8-D95F7EE4A4FB <84 82 6 5 3 1>
  102    0 0xffffff7f83552000 0xd5000    0xd5000    com.apple.driver.BCMWLANFirmware4355.Datastore (1) EAD6F89D-A9F6-3861-BAAE-8A937D184434 <84 82 6 5 3 1>
  103    0 0xffffff7f836db000 0xf000     0xf000     com.apple.driver.BCMWLANFirmware4364.Hashstore (1) C639AB03-52B9-3B4E-AAF2-DA8217B7058F <84 82 6 5 3 1>
  104    0 0xffffff7f81a42000 0x11000    0x11000    com.apple.driver.usb.cdc.ncm (5.0.0) 46875B5B-B516-37BD-B4F5-645A2EC89C7C <93 92 91 23 18 16 7 6 5 3 1>
  105    0 0xffffff7f83746000 0xc000     0xc000     com.apple.driver.usb.cdc.ecm (5.0.0) DFF0CFB8-7E03-3DAF-94E0-C14597120DA0 <93 92 90 23 16 6 5 3 1>
  106    0 0xffffff7f81835000 0x35000    0x35000    com.apple.driver.usb.AppleUSBHub (1.2) E3232C57-744F-359E-A203-0239A7031920 <23 22 12 6 5 3 1>
  107    1 0xffffff7f81d6d000 0xd000     0xd000     com.apple.driver.AppleThunderboltDPOutAdapter (5.6.2) C5267A3E-2BAC-3601-8671-463A0A00E2D6 <79 62 6 5 3 1>
  108    0 0xffffff7f82947000 0xd000     0xd000     com.apple.driver.AppleThunderboltEDMSink (4.2.0) EAC223F0-017B-3157-98DE-9E430EBE7CD4 <107 79 62 6 5 3 1>
  109    0 0xffffff7f81e44000 0x9000     0x9000     com.apple.iokit.IOUSBHIDDriver (900.4.2) 77B01E19-2741-3C82-B4A0-C2551888E557 <52 43 6 5 3 1>
  110    6 0xffffff7f8203f000 0xa000     0xa000     com.apple.driver.IOPlatformPluginFamily (6.0.0d8) C58403B4-DF89-3E2D-B8B3-1D80D2D3C2D5 <12 8 7 6 5 3>
  111    0 0xffffff7f8307d000 0x6000     0x6000     com.apple.driver.AppleIntelPCHPMC (2.0.1) 27810BAC-3DB7-3697-B6B7-C9323F212B8B <110 14 13 12 5 3>
  112    0 0xffffff7f82c0f000 0x5000     0x5000     com.apple.driver.AppleAVEBridge (6.18) B80A4CF0-F17E-32B2-98FA-3B30ADBA1C6C <57 6 5 3>
  113    0 0xffffff7f81fdc000 0x16000    0x16000    com.apple.driver.AppleThunderboltIP (3.1.2) 562E0D3F-F67F-36F0-B3CA-6BA659C4BB2D <62 16 13 6 5 3 1>
  114    0 0xffffff7f821c1000 0x3000     0x3000     com.apple.driver.AppleFIVRDriver (4.1.0) D4C73FC1-26C8-319A-9DC6-2A133DE7D3C8 <5 3>
  115    2 0xffffff7f82734000 0x22000    0x22000    com.apple.iokit.IOSurface (255.4.2) B0AD599E-B346-3695-B7BE-3433421D9085 <8 7 6 5 3 1>
  116   13 0xffffff7f81685000 0x4c000    0x4c000    com.apple.iokit.IOGraphicsFamily (530.60) 9E233908-09E1-332E-AE9B-CB27D514707B <13 8 6 5 3 1>
  117    2 0xffffff7f82758000 0xa5000    0xa5000    com.apple.iokit.IOAcceleratorFamily2 (404.8) 2B970BDA-3F88-31F1-9A04-D52B72F2D784 <116 115 31 18 13 8 7 6 5 3 1>
  118    5 0xffffff7f819cb000 0xa000     0xa000     com.apple.AppleGraphicsDeviceControl (3.30.14) 61BA5741-B8B8-32F6-A4D1-051861B0294D <116 13 8 7 6 5 3 1>
  119    0 0xffffff7f832e3000 0x222000   0x222000   com.apple.driver.AppleIntelCFLGraphicsFramebuffer (12.0.8) F9EF4DCD-46CE-3FDE-BE55-487BCCB0F8D1 <118 117 116 18 13 12 8 7 6 5 3 1>
  120    1 0xffffff7f82074000 0x17000    0x17000    com.apple.driver.X86PlatformPlugin (1.0.0) E9A4B0AE-C464-3299-A5A2-374A1EAFE993 <110 52 23 14 12 8 7 6 5 3 1>
  121    1 0xffffff7f82049000 0x12000    0x12000    com.apple.driver.IOPlatformPluginLegacy (1.0.0) 3DB69D72-23A7-35B0-A08B-1D5980DA9B7D <110 12 8 7 6 5 3>
  122    0 0xffffff7f8205d000 0x10000    0x10000    com.apple.driver.ACPI_SMC_PlatformPlugin (1.0.0) E7B1A439-A216-3C5A-BB00-7EFBC3590A2F <121 110 14 13 12 8 7 6 5 3>
  123    0 0xffffff7f82e16000 0x4000     0x4000     com.apple.driver.AppleOSXWatchdog (1) C61F26D1-180F-32CE-9037-9E37A14DC54B <13 8 7 6 5 3 1>
  124    1 0xffffff7f816de000 0x5000     0x5000     com.apple.iokit.IOSlowAdaptiveClockingFamily (1.0.0) 93548E67-0799-3BDB-8D2B-48748FF5AAFC <8 7 6 5 3 1>
  125    0 0xffffff7f82e9c000 0x2000     0x2000     com.apple.driver.AppleIntelSlowAdaptiveClocking (4.0.0) 1AB556BE-B7D2-3286-8AC0-69C6E208E390 <124 5 3>
  127    2 0xffffff7f81352000 0x2c000    0x2c000    com.apple.iokit.IOSkywalkFamily (1) 7146FE71-E464-3076-B6AC-1DC8542429A1 <16 7 6 5 3 1>
  128    2 0xffffff7f8200d000 0x2e000    0x2e000    com.apple.driver.AppleOnboardSerial (1.0) 7DEB6A2F-21BF-34D6-8FF7-7F1013CACC9A <127 72 8 6 5 3 1>
  129    1 0xffffff7f83766000 0x4000     0x4000     com.apple.driver.AppleIntelLpssUARTCommon (3.0.60) 184D4F73-A866-33E5-BBAF-2C20941527B2 <128 72 13 12 8 6 5 3 1>
  130    0 0xffffff7f8376a000 0x3000     0x3000     com.apple.driver.AppleIntelLpssUARTv1 (3.0.60) 7B2852DF-084B-30AE-93F2-AF26933E9952 <129 128 72 13 12 8 6 5 3 1>
  131    2 0xffffff7f8214c000 0x10000    0x10000    com.apple.iokit.IONDRVSupport (530.51) 458BF6DD-CD72-3528-9DA1-6E9803B42B77 <116 13 8 6 5 3>
  132    0 0xffffff7f8362d000 0x73000    0x73000    com.apple.driver.AppleGFXHDA (100.1.414) 09055D03-538F-3640-8C4E-D945BE5CB237 <131 116 95 13 8 7 6 5 3 1>
  133    0 0xffffff7f8376d000 0xd000     0xd000     com.apple.driver.BridgeAudioCommunication (5.39) 32084511-91C6-3CF3-88E6-4B9099D4B1F6 <57 8 6 5 3 1>
