Index Refs Address            Size       Wired      Name (Version) UUID <Linked Against>
  120    6 0xffffff7f83f97000 0x8000     0x8000     com.apple.driver.IOPlatformPluginFamily (6.0.0d8) 0FA49449-221B-3D8F-976F-BDE030111BA7 <12 8 7 6 5 3>
  121    0 0xffffff7f83f9f000 0x6000     0x6000     com.apple.driver.AppleIntelPCHPMC (2.0.1) F1DBED69-D355-31A8-8101-1246C4DE9BD5 <120 15 13 12 5 3>
  122    1 0xffffff7f83eb3000 0xd000     0xd000     com.apple.driver.AppleThunderboltDPOutAdapter (6.2.4) A1CA639B-D85C-3EA5-A7DC-6ED452D97EDD <83 78 6 5 3 1>
  123    0 0xffffff7f83fa5000 0xc000     0xc000     com.apple.driver.AppleThunderboltEDMSink (4.2.2) FFA7FCF9-C875-3DAB-A75F-8D6C839ADF62 <122 83 78 6 5 3 1>
  124    0 0xffffff7f83fb1000 0x12000    0x12000    com.apple.driver.AppleIntelMCEReporter (115) 11008172-3D20-36B6-876F-7886A3C18DE4 <13 12 8 7 6 5 3 1>
  125    1 0xffffff7f80f02000 0x5000     0x5000     com.apple.iokit.IOSlowAdaptiveClockingFamily (1.0.0) 3C7B3D28-E89E-3AA3-AFE2-55291A2BDF85 <8 7 6 5 3 1>
  126    0 0xffffff7f83fc3000 0x2000     0x2000     com.apple.driver.AppleIntelSlowAdaptiveClocking (4.0.0) 6C8857B3-D2F7-3D81-AD46-9E3DA63311F0 <125 5 3>
  127    0 0xffffff7f83fc5000 0x5000     0x5000     com.apple.driver.AppleAVEBridge (6.1) 36E038B3-4819-39C2-88FA-6A1B980E9AB8 <67 6 5 3>
  128    1 0xffffff7f83fca000 0x18000    0x18000    com.apple.driver.X86PlatformPlugin (1.0.0) 134B18EB-0AF1-3844-B968-332792E91614 <120 74 21 15 12 8 7 6 5 3 1>
  129    0 0xffffff7f83fe2000 0x3000     0x3000     com.apple.driver.AppleFIVRDriver (4.1.0) EAAE709F-3BA5-3F3F-82FB-93BC228AF1CD <5 3>
  130   16 0xffffff7f83fe5000 0x51000    0x51000    com.apple.iokit.IOGraphicsFamily (569.3) 7B5CA52B-0BD1-34AB-BFC9-7D5C3A0DBE7C <13 8 6 5 3 1>
  131    6 0xffffff7f84036000 0xa000     0xa000     com.apple.AppleGraphicsDeviceControl (4.5.21) EF326A60-9936-3267-A6E7-0044C7B4A952 <130 13 8 7 6 5 3 1>
  132    2 0xffffff7f84040000 0x204000   0x204000   com.apple.kext.AMDSupport (3.0.4) 38107B22-A961-3A06-8B85-00B0222D4529 <131 130 13 12 8 6 5 3 1>
  133    0 0xffffff7f84244000 0x3000     0x3000     com.apple.driver.AppleSMBusPCI (1.0.14d1) 9D067570-3690-36B8-BD15-856E92A1795E <13 6 5 3>
  134    0 0xffffff7f84247000 0xd000     0xd000     com.apple.driver.Apple16X50Serial (3.2) E6E16C70-1B97-3639-96F8-7A1866CAF39E <89 13 6 5 3>
  136    0 0xffffff7f84254000 0xc000     0xc000     com.apple.driver.AppleBridgeAudioController (6.60) 13423F52-D32B-374F-8860-EB9BC39A44FD <13 8 7 6 5 3 1>
  138    2 0xffffff7f84260000 0xe000     0xe000     com.apple.iokit.IONDRVSupport (569.3) 7E47E886-8023-33FA-B62C-730522CBDDF5 <130 13 8 6 5 3>
  139    0 0xffffff7f8426e000 0x73000    0x73000    com.apple.driver.AppleGFXHDA (100.1.422) 8AA7A435-C60D-315F-8A4D-7F0FDE171FBE <138 130 96 13 8 7 6 5 3 1>
  140    1 0xffffff7f842e1000 0x6000     0x6000     com.apple.driver.usb.serial (6.0.0) 867370C8-E170-35BC-9D3A-BAA70CA58405 <89 21 6 5 3 1>
  141    0 0xffffff7f842e7000 0x8000     0x8000     com.apple.driver.usb.cdc.acm (5.0.0) B8A7CF16-AE5F-350A-92B5-255777E72440 <140 110 109 108 89 21 6 5 3 1>
  142    0 0xffffff7f842ef000 0x16000    0x16000    com.apple.driver.AppleThunderboltIP (3.1.3) 53CBE269-C5FF-3FF1-8B8C-DBD053463388 <78 28 13 6 5 3 1>
  144    0 0xffffff7f84309000 0xd000     0xd000     com.apple.driver.BridgeAudioCommunication (6.60) C0C44670-91DE-3547-911B-56B42278C959 <67 8 6 5 3 1>
  145    1 0xffffff7f84316000 0x12000    0x12000    com.apple.driver.IOPlatformPluginLegacy (1.0.0) 1823F456-1588-3435-9DF6-68AEC663AC1F <120 12 8 7 6 5 3>
  146    0 0xffffff7f84328000 0x10000    0x10000    com.apple.driver.ACPI_SMC_PlatformPlugin (1.0.0) 9CA13857-B59D-3ADC-BEC1-E5D8E3135526 <145 120 15 13 12 8 7 6 5 3>
  147    0 0xffffff7f84338000 0x78000    0x78000    com.apple.kext.AMD9500Controller (3.0.4) 0E57216D-022F-373E-A38C-D8CCF535A646 <132 131 130 13 12 6 5 3 1>
  148    1 0xffffff7f843b0000 0xc000     0xc000     com.apple.iokit.IOHDAFamily (283.15) A6FBFD8D-6D3C-3901-88B3-2BFA5B2A0B91 <6 5 3 1>
